,0,dt,2,Alt,Latitude,Longitude,Speed,Course,Satellites,N Sat,g1,g2,g3
946,10,2024-07-02 15:33:38.950,2,19333900,30.255907,-84.181483,0.18,205.93,DAAN,12,1.03,331,-29.6
947,10,2024-07-02 15:33:39.157,2,19333920,30.255907,-84.181483,0.12,205.93,DAAN,12,1.03,331,-29.6
948,10,2024-07-02 15:33:39.352,2,19333940,30.255907,-84.181483,0.13,205.93,DAAN,12,1.03,331,-29.6
949,10,2024-07-02 15:33:39.550,2,19333960,30.255907,-84.181483,0.13,205.93,DAAN,12,1.03,331,-29.6
950,10,2024-07-02 15:33:39.749,2,19333980,30.255907,-84.181483,0.16,205.93,DAAN,12,1.03,330,-29.6
951,10,2024-07-02 15:33:39.952,2,19334000,30.255907,-84.181483,0.17,205.93,DAAN,12,1.03,330,-29.6
952,10,2024-07-02 15:33:40.150,2,19334020,30.255907,-84.181483,0.24,205.93,DAAN,12,1.03,330,-29.6
953,10,2024-07-02 15:33:40.348,2,19334040,30.255907,-84.181483,0.18,205.93,DAAN,12,1.03,330,-29.6
954,10,2024-07-02 15:33:40.558,2,19334060,30.255907,-84.181483,0.15,205.93,DAAN,12,1.03,330,-29.6
955,10,2024-07-02 15:33:40.748,2,19334080,30.255907,-84.181483,0.18,205.93,DAAN,12,1.03,330,-29.6
956,10,2024-07-02 15:33:40.957,2,19334100,30.255907,-84.181483,0.13,205.93,DAAN,12,1.03,330,-29.6
957,10,2024-07-02 15:33:41.150,2,19334120,30.255907,-84.181483,0.12,205.93,DAAN,12,1.03,330,-29.6
958,10,2024-07-02 15:33:41.359,2,19334140,30.255907,-84.181484,0.37,205.93,DAAN,11,1.12,330,-29.6
959,10,2024-07-02 15:33:41.558,2,19334160,30.255907,-84.181484,0.39,205.93,DAAN,11,1.12,330,-29.6
960,10,2024-07-02 15:33:41.759,2,19334180,30.255906,-84.181483,0.42,205.93,DAAN,11,1.12,330,-29.6
961,10,2024-07-02 15:33:41.959,2,19334200,30.255906,-84.181483,0.20,205.93,DAAN,11,1.12,330,-29.6
962,10,2024-07-02 15:33:42.152,2,19334220,30.255906,-84.181484,0.34,205.93,DAAN,12,1.03,330,-29.6
963,10,2024-07-02 15:33:42.347,2,19334240,30.255906,-84.181484,0.25,205.93,DAAN,12,1.03,330,-29.6
964,10,2024-07-02 15:33:42.549,2,19334260,30.255906,-84.181484,0.37,205.93,DAAN,12,1.03,330,-29.6
965,10,2024-07-02 15:33:42.758,2,19334280,30.255906,-84.181485,0.56,205.93,DAAN,12,1.03,329,-29.6
966,10,2024-07-02 15:33:42.973,2,19334300,30.255905,-84.181485,0.61,238.28,DAAN,12,1.03,329,-29.6
967,10,2024-07-02 15:33:43.148,2,19334320,30.255905,-84.181486,0.91,245.59,DAAN,12,1.03,329,-29.6
968,10,2024-07-02 15:33:43.359,2,19334340,30.255905,-84.181486,0.86,217.54,DAAN,12,1.03,329,-29.6
969,10,2024-07-02 15:33:43.557,2,19334360,30.255904,-84.181486,0.79,217.04,DAAN,12,1.03,329,-29.6
970,10,2024-07-02 15:33:43.751,2,19334380,30.255904,-84.181486,0.80,186.63,DAAN,12,1.03,329,-29.6
971,10,2024-07-02 15:33:43.958,2,19334400,30.255903,-84.181485,0.80,163.74,DAAN,11,1.12,329,-29.6
972,10,2024-07-02 15:33:44.159,2,19334420,30.255903,-84.181485,0.76,152.69,DAAN,11,1.12,329,-29.6
973,10,2024-07-02 15:33:44.360,2,19334440,30.255903,-84.181485,0.46,152.69,DAAN,12,1.03,329,-29.6
974,10,2024-07-02 15:33:44.560,2,19334460,30.255903,-84.181484,0.53,111.03,DAAN,12,1.03,329,-29.6
975,10,2024-07-02 15:33:44.757,2,19334480,30.255903,-84.181484,0.58,103.06,DAAN,12,1.03,329,-29.6
976,10,2024-07-02 15:33:44.990,2,19334500,30.255903,-84.181483,0.54,103.06,DAAN,12,1.03,328,-29.6
977,10,2024-07-02 15:33:45.159,2,19334520,30.255904,-84.181483,0.39,103.06,DAAN,12,1.03,329,-29.6
978,10,2024-07-02 15:33:45.359,2,19334540,30.255904,-84.181483,0.33,103.06,DAAN,12,1.03,328,-29.6
979,10,2024-07-02 15:33:45.559,2,19334560,30.255903,-84.181483,0.32,103.06,DAAN,12,1.03,328,-29.6
980,10,2024-07-02 15:33:45.759,2,19334580,30.255903,-84.181483,0.32,103.06,DAAN,12,1.03,329,-29.6
981,10,2024-07-02 15:33:45.972,2,19334600,30.255903,-84.181483,0.31,103.06,DAAN,11,1.12,329,-29.6
982,10,2024-07-02 15:33:46.160,2,19334620,30.255903,-84.181483,0.24,103.06,DAAN,12,1.03,329,-29.6
983,10,2024-07-02 15:33:46.359,2,19334640,30.255903,-84.181483,0.26,103.06,DAAN,12,1.03,329,-29.6
984,10,2024-07-02 15:33:46.558,2,19334660,30.255902,-84.181484,0.28,103.06,DAAN,12,1.03,329,-29.6
985,10,2024-07-02 15:33:46.760,2,19334680,30.255902,-84.181484,0.31,103.06,DAAN,12,1.03,329,-29.6
986,10,2024-07-02 15:33:46.986,2,19334700,30.255902,-84.181484,0.35,103.06,DAAN,12,1.03,329,-29.6
987,10,2024-07-02 15:33:47.159,2,19334720,30.255902,-84.181484,0.39,103.06,DAAN,12,1.03,329,-29.6
988,10,2024-07-02 15:33:47.350,2,19334740,30.255901,-84.181483,0.42,103.06,DAAN,12,1.03,329,-29.6
989,10,2024-07-02 15:33:47.550,2,19334760,30.255901,-84.181483,0.46,103.06,DAAN,12,1.03,329,-29.6
990,10,2024-07-02 15:33:47.750,2,19334780,30.2559,-84.181484,0.50,103.06,DAAN,12,1.03,329,-29.6
991,10,2024-07-02 15:33:47.949,2,19334800,30.2559,-84.181484,0.52,103.06,DAAN,12,1.03,329,-29.6
992,10,2024-07-02 15:33:48.150,2,19334820,30.2559,-84.181483,0.52,103.06,DAAN,12,1.03,329,-29.6
993,10,2024-07-02 15:33:48.349,2,19334840,30.2559,-84.181483,0.47,103.06,DAAN,12,1.03,329,-29.6
994,10,2024-07-02 15:33:48.550,2,19334860,30.2559,-84.181484,0.50,103.06,DAAN,12,1.03,329,-29.6
995,10,2024-07-02 15:33:48.751,2,19334880,30.2559,-84.181484,0.76,212.63,DAAN,12,1.03,329,-29.6
996,10,2024-07-02 15:33:48.950,2,19334900,30.255899,-84.181484,0.59,197.79,DAAN,12,1.03,329,-29.6
997,10,2024-07-02 15:33:49.150,2,19334920,30.255899,-84.181484,0.53,197.79,DAAN,12,1.03,328,-29.6
998,10,2024-07-02 15:33:49.350,2,19334940,30.255899,-84.181484,0.56,197.79,DAAN,12,1.03,328,-29.6
999,10,2024-07-02 15:33:49.562,2,19334960,30.255899,-84.181484,0.54,197.79,DAAN,12,1.03,328,-29.6
1000,10,2024-07-02 15:33:49.759,2,19334980,30.255899,-84.181484,0.34,197.79,DAAN,12,1.03,328,-29.6
1001,10,2024-07-02 15:33:49.957,2,19335000,30.255899,-84.181484,0.27,197.79,DAAN,12,1.03,328,-29.6
1002,10,2024-07-02 15:33:50.150,2,19335020,30.255899,-84.181484,0.18,173.60,DAAN,12,1.03,328,-29.6
1003,10,2024-07-02 15:33:50.349,2,19335040,30.2559,-84.181484,0.09,173.60,DAAN,12,1.03,328,-29.6
1004,10,2024-07-02 15:33:50.547,2,19335060,30.2559,-84.181484,0.12,173.60,DAAN,12,1.03,328,-29.6
1005,10,2024-07-02 15:33:50.748,2,19335080,30.2559,-84.181484,0.07,173.60,DAAN,12,1.03,328,-29.6
1006,10,2024-07-02 15:33:50.972,2,19335100,30.2559,-84.181484,0.07,173.60,DAAN,12,1.03,328,-29.6
1007,10,2024-07-02 15:33:51.148,2,19335120,30.2559,-84.181483,0.11,173.60,DAAN,12,1.03,328,-29.6
1008,10,2024-07-02 15:33:51.359,2,19335140,30.2559,-84.181483,0.29,173.60,DAAN,12,1.03,328,-29.6
1009,10,2024-07-02 15:33:51.559,2,19335160,30.2559,-84.181483,0.29,173.60,DAAN,12,1.03,328,-29.6
1010,10,2024-07-02 15:33:51.759,2,19335180,30.255899,-84.181483,0.28,173.60,DAAN,12,1.03,328,-29.6
1011,10,2024-07-02 15:33:52.018,2,19335200,30.255899,-84.181483,0.30,173.60,DAAN,11,1.12,328,-29.6
1012,10,2024-07-02 15:33:52.159,2,19335220,30.255899,-84.181483,0.29,173.60,DAAN,11,1.12,328,-29.6
1013,10,2024-07-02 15:33:52.357,2,19335240,30.255899,-84.181483,0.25,173.60,DAAN,11,1.12,327,-29.6
1014,10,2024-07-02 15:33:52.549,2,19335260,30.255899,-84.181483,0.23,173.60,DAAN,12,1.03,327,-29.6
1015,10,2024-07-02 15:33:52.747,2,19335280,30.255899,-84.181483,0.18,173.60,DAAN,12,1.03,327,-29.6
1016,10,2024-07-02 15:33:52.957,2,19335300,30.2559,-84.181483,0.13,173.60,DAAN,12,1.03,327,-29.6
1017,10,2024-07-02 15:33:53.148,2,19335320,30.2559,-84.181484,0.10,173.60,DAAN,12,1.03,327,-29.6
1018,10,2024-07-02 15:33:53.348,2,19335340,30.255899,-84.181484,0.06,173.60,DAAN,12,1.03,327,-29.6
1019,10,2024-07-02 15:33:53.548,2,19335360,30.255899,-84.181484,0.03,173.60,DAAN,12,1.03,327,-29.6
1020,10,2024-07-02 15:33:53.746,2,19335380,30.255899,-84.181484,0.02,173.60,DAAN,12,1.03,327,-29.6
1021,10,2024-07-02 15:33:53.973,2,19335400,30.255899,-84.181484,0.01,173.60,DAAN,12,1.03,327,-29.6
1022,10,2024-07-02 15:33:54.156,2,19335420,30.255899,-84.181483,0.03,173.60,DAAN,12,1.03,327,-29.6
1023,10,2024-07-02 15:33:54.350,2,19335440,30.255899,-84.181483,0.06,173.60,DAAN,12,1.03,327,-29.6
1024,10,2024-07-02 15:33:54.548,2,19335460,30.255899,-84.181483,0.09,173.60,DAAN,12,1.03,327,-29.6
1025,10,2024-07-02 15:33:54.748,2,19335480,30.255899,-84.181483,0.12,173.60,DAAN,12,1.03,327,-29.6
1026,10,2024-07-02 15:33:54.957,2,19335500,30.255899,-84.181483,0.15,173.60,DAAN,12,1.03,327,-29.6
1027,10,2024-07-02 15:33:55.148,2,19335520,30.255898,-84.181483,0.17,173.60,DAAN,12,1.03,327,-29.6
1028,10,2024-07-02 15:33:55.350,2,19335540,30.255898,-84.181483,0.18,173.60,DAAN,12,1.03,327,-29.6
1029,10,2024-07-02 15:33:55.547,2,19335560,30.255898,-84.181483,0.17,173.60,DAAN,12,1.03,327,-29.6
1030,10,2024-07-02 15:33:55.749,2,19335580,30.255898,-84.181483,0.15,173.60,DAAN,12,1.03,327,-29.6
1031,10,2024-07-02 15:33:55.990,2,19335600,30.255898,-84.181483,0.12,173.60,DAAN,12,1.03,327,-29.6
1032,10,2024-07-02 15:33:56.150,2,19335620,30.255895,-84.18148,0.82,147.41,DAAN,12,1.03,327,-29.6
1033,10,2024-07-02 15:33:56.348,2,19335640,30.255895,-84.18148,0.80,149.30,DAAN,12,1.03,327,-29.6
1034,10,2024-07-02 15:33:56.551,2,19335660,30.255896,-84.181483,0.48,149.30,DAAN,12,1.03,327,-29.6
1035,10,2024-07-02 15:33:56.748,2,19335680,30.255896,-84.181481,0.47,149.30,DAAN,12,1.03,327,-29.6
1036,10,2024-07-02 15:33:56.957,2,19335700,30.255896,-84.181481,0.48,149.30,DAAN,12,1.03,327,-29.6
1037,10,2024-07-02 15:33:57.148,2,19335720,30.255896,-84.18148,0.50,149.30,DAAN,12,1.03,327,-29.6
1038,10,2024-07-02 15:33:57.358,2,19335740,30.255895,-84.181481,0.84,135.85,DAAN,12,1.03,326,-29.6
1039,10,2024-07-02 15:33:57.550,2,19335760,30.255895,-84.18148,1.62,129.31,DAAN,12,1.03,327,-29.6
1040,10,2024-07-02 15:33:57.759,2,19335780,30.255895,-84.18148,1.57,111.61,DAAN,12,1.03,327,-29.6
1041,10,2024-07-02 15:33:57.950,2,19335800,30.255895,-84.181479,0.49,111.61,DAAN,12,1.03,328,-29.6
1042,10,2024-07-02 15:33:58.150,2,19335820,30.255894,-84.181479,0.71,115.82,DAAN,12,1.03,328,-29.6
1043,10,2024-07-02 15:33:58.350,2,19335840,30.255894,-84.181479,0.48,115.82,DAAN,12,1.03,329,-29.6
1044,10,2024-07-02 15:33:58.562,2,19335860,30.255894,-84.181478,0.55,115.82,DAAN,12,1.03,329,-29.6
1045,10,2024-07-02 15:33:58.759,2,19335880,30.255894,-84.181478,0.64,127.41,DAAN,12,1.03,329,-29.6
1046,10,2024-07-02 15:33:58.973,2,19335900,30.255894,-84.181479,0.31,127.41,DAAN,12,1.03,329,-29.6
1047,10,2024-07-02 15:33:59.160,2,19335920,30.255897,-84.181481,0.83,324.31,DAAN,12,1.03,329,-29.6
1048,10,2024-07-02 15:33:59.359,2,19335940,30.255897,-84.181482,0.86,325.67,DAAN,12,1.03,330,-29.6
1049,10,2024-07-02 15:33:59.560,2,19335960,30.255898,-84.181482,0.87,331.27,DAAN,12,1.03,330,-29.6
1050,10,2024-07-02 15:33:59.759,2,19335980,30.255898,-84.181482,0.86,330.22,DAAN,12,1.03,331,-29.6
1051,10,2024-07-02 15:33:59.991,2,19340000,30.255898,-84.181482,0.82,329.26,DAAN,12,1.03,331,-29.6
1052,10,2024-07-02 15:34:00.159,2,19340020,30.255897,-84.181482,0.18,329.26,DAAN,12,1.03,331,-29.6
1053,10,2024-07-02 15:34:00.360,2,19340040,30.255897,-84.181483,0.25,329.26,DAAN,12,1.03,331,-29.6
1054,10,2024-07-02 15:34:00.559,2,19340060,30.255897,-84.181483,0.32,329.26,DAAN,12,1.03,331,-29.6
1055,10,2024-07-02 15:34:00.760,2,19340080,30.255897,-84.181483,0.30,329.26,DAAN,12,1.03,332,-29.6
1056,10,2024-07-02 15:34:01.018,2,19340100,30.255898,-84.181483,0.29,329.26,DAAN,12,1.03,332,-29.6
1057,10,2024-07-02 15:34:01.160,2,19340120,30.255899,-84.181483,0.31,329.26,DAAN,12,1.03,332,-29.6
1058,10,2024-07-02 15:34:01.359,2,19340140,30.255899,-84.181482,0.32,329.26,DAAN,12,1.03,332,-29.6
1059,10,2024-07-02 15:34:01.560,2,19340160,30.255899,-84.181483,0.30,329.26,DAAN,12,1.03,332,-29.6
1060,10,2024-07-02 15:34:01.759,2,19340180,30.255899,-84.181483,0.29,329.26,DAAN,12,1.03,332,-29.6
1061,10,2024-07-02 15:34:01.959,2,19340200,30.255899,-84.181484,0.33,329.26,DAAN,12,1.03,332,-29.6
1062,10,2024-07-02 15:34:02.157,2,19340220,30.255898,-84.181484,0.54,329.26,DAAN,12,1.03,332,-29.6
1063,10,2024-07-02 15:34:02.348,2,19340240,30.255898,-84.181484,0.55,329.26,DAAN,12,1.03,332,-29.6
1064,10,2024-07-02 15:34:02.549,2,19340260,30.255897,-84.181485,0.84,225.86,DAAN,12,1.03,332,-29.6
1065,10,2024-07-02 15:34:02.749,2,19340280,30.255897,-84.181485,0.79,223.90,DAAN,12,1.03,332,-29.6
1066,10,2024-07-02 15:34:02.959,2,19340300,30.255897,-84.181485,0.47,223.90,DAAN,12,1.03,332,-29.6
1067,10,2024-07-02 15:34:03.160,2,19340320,30.255897,-84.181485,0.47,223.90,DAAN,12,1.03,332,-29.6
1068,10,2024-07-02 15:34:03.360,2,19340340,30.255897,-84.181485,0.48,223.90,DAAN,12,1.03,332,-29.6
1069,10,2024-07-02 15:34:03.556,2,19340360,30.255896,-84.181485,0.50,223.90,DAAN,12,1.03,332,-29.6
1070,10,2024-07-02 15:34:03.759,2,19340380,30.255896,-84.181485,0.51,223.90,DAAN,12,1.03,332,-29.6
1071,10,2024-07-02 15:34:03.972,2,19340400,30.255896,-84.181485,0.52,223.90,DAAN,12,1.03,332,-29.6
1072,10,2024-07-02 15:34:04.160,2,19340420,30.255895,-84.181485,0.70,211.69,DAAN,12,1.03,332,-29.6
1073,10,2024-07-02 15:34:04.350,2,19340440,30.255895,-84.181486,0.73,214.50,DAAN,12,1.03,332,-29.6
1074,10,2024-07-02 15:34:04.559,2,19340460,30.255894,-84.181486,0.79,221.40,DAAN,11,1.10,332,-29.6
1075,10,2024-07-02 15:34:04.759,2,19340480,30.255894,-84.181486,0.82,219.30,DAAN,11,1.10,332,-29.6
1076,10,2024-07-02 15:34:04.985,2,19340500,30.255894,-84.181486,0.77,220.18,DAAN,11,1.10,332,-29.6
1077,10,2024-07-02 15:34:05.158,2,19340520,30.255894,-84.181487,0.50,220.18,DAAN,12,1.03,332,-29.6
1078,10,2024-07-02 15:34:05.360,2,19340540,30.255894,-84.181487,0.34,220.18,DAAN,12,1.03,332,-29.6
1079,10,2024-07-02 15:34:05.558,2,19340560,30.255894,-84.181487,0.34,220.18,DAAN,12,1.03,332,-29.6
1080,10,2024-07-02 15:34:05.758,2,19340580,30.255896,-84.181489,0.68,289.68,DAAN,12,1.03,332,-29.6
1081,10,2024-07-02 15:34:05.952,2,19340600,30.255896,-84.181489,0.63,289.68,DAAN,12,1.03,332,-29.6
1082,10,2024-07-02 15:34:06.160,2,19340620,30.255896,-84.181488,0.41,289.68,DAAN,12,1.03,332,-29.6
1083,10,2024-07-02 15:34:06.349,2,19340640,30.255897,-84.181487,0.45,289.68,DAAN,12,1.03,332,-29.6
1084,10,2024-07-02 15:34:06.559,2,19340660,30.255897,-84.181487,0.47,289.68,DAAN,11,1.10,332,-29.6
1085,10,2024-07-02 15:34:06.758,2,19340680,30.255897,-84.181486,0.48,289.68,DAAN,11,1.10,332,-29.6
1086,10,2024-07-02 15:34:07.012,2,19340700,30.255897,-84.181486,0.45,289.68,DAAN,12,1.03,332,-29.6
1087,10,2024-07-02 15:34:07.149,2,19340720,30.255897,-84.181486,0.40,289.68,DAAN,12,1.03,332,-29.6
1088,10,2024-07-02 15:34:07.359,2,19340740,30.255897,-84.181485,0.41,289.68,DAAN,12,1.03,332,-29.6
1089,10,2024-07-02 15:34:07.562,2,19340760,30.255897,-84.181485,0.39,289.68,DAAN,12,1.03,332,-29.6
1090,10,2024-07-02 15:34:07.759,2,19340780,30.255898,-84.181484,0.42,289.68,DAAN,12,1.03,332,-29.6
1091,10,2024-07-02 15:34:07.995,2,19340800,30.255898,-84.181483,0.44,289.68,DAAN,12,1.03,332,-29.6
1092,10,2024-07-02 15:34:08.159,2,19340820,30.255897,-84.181483,0.31,289.68,DAAN,12,1.03,332,-29.6
1093,10,2024-07-02 15:34:08.360,2,19340840,30.255898,-84.181483,0.17,289.68,DAAN,12,1.03,332,-29.6
1094,10,2024-07-02 15:34:08.559,2,19340860,30.255898,-84.181483,0.04,289.68,DAAN,12,1.03,332,-29.6
1095,10,2024-07-02 15:34:08.760,2,19340880,30.255898,-84.181483,0.10,289.68,DAAN,12,1.03,332,-29.6
1096,10,2024-07-02 15:34:08.952,2,19340900,30.255898,-84.181483,0.13,289.68,DAAN,12,1.03,332,-29.6
1097,10,2024-07-02 15:34:09.150,2,19340920,30.255898,-84.181483,0.11,289.68,DAAN,12,1.03,332,-29.6
1098,10,2024-07-02 15:34:09.348,2,19340940,30.255897,-84.181483,0.12,289.68,DAAN,12,1.03,332,-29.6
1099,10,2024-07-02 15:34:09.547,2,19340960,30.255897,-84.181483,0.12,289.68,DAAN,12,1.03,332,-29.6
1100,10,2024-07-02 15:34:09.746,2,19340980,30.255897,-84.181483,0.13,289.68,DAAN,11,1.03,332,-29.6
1101,10,2024-07-02 15:34:09.948,2,19341000,30.255897,-84.181483,0.13,289.68,DAAN,10,1.07,332,-29.6
1102,10,2024-07-02 15:34:10.150,2,19341020,30.255897,-84.181483,0.13,289.68,DAAN,9,1.14,332,-29.6
1103,10,2024-07-02 15:34:10.360,2,19341040,30.255897,-84.181483,0.14,289.68,DAAN,10,1.07,332,-29.6
1104,10,2024-07-02 15:34:10.546,2,19341060,30.255897,-84.181483,0.15,289.68,DAAN,10,1.07,332,-29.6
1105,10,2024-07-02 15:34:10.747,2,19341080,30.255897,-84.181483,0.14,289.68,DAAN,10,1.07,332,-29.6
1106,10,2024-07-02 15:34:10.960,2,19341100,30.255897,-84.181483,0.15,289.68,DAAN,10,1.07,332,-29.6
1107,10,2024-07-02 15:34:11.146,2,19341120,30.255896,-84.181483,0.15,289.68,DAAN,10,1.07,332,-29.6
1108,10,2024-07-02 15:34:11.347,2,19341140,30.255896,-84.181482,0.15,289.68,DAAN,11,1.03,332,-29.6
1109,10,2024-07-02 15:34:11.546,2,19341160,30.255896,-84.181483,0.13,289.68,DAAN,11,1.03,332,-29.6
1110,10,2024-07-02 15:34:11.759,2,19341180,30.255896,-84.181483,0.11,289.68,DAAN,11,1.07,332,-29.6
1111,10,2024-07-02 15:34:11.959,2,19341200,30.255896,-84.181483,0.25,56.83,DAAN,12,1.02,332,-29.6
1112,10,2024-07-02 15:34:12.149,2,19341220,30.255896,-84.181483,0.24,56.83,DAAN,12,1.03,332,-29.6
1113,10,2024-07-02 15:34:12.350,2,19341240,30.255896,-84.181482,0.35,56.83,DAAN,12,1.03,332,-29.6
1114,10,2024-07-02 15:34:12.549,2,19341260,30.255896,-84.181482,0.38,56.83,DAAN,11,1.07,332,-29.6
1115,10,2024-07-02 15:34:12.749,2,19341280,30.255896,-84.181483,0.27,56.83,DAAN,12,1.03,332,-29.6
1116,10,2024-07-02 15:34:12.950,2,19341300,30.255897,-84.181483,0.24,56.83,DAAN,12,1.02,332,-29.6
1117,10,2024-07-02 15:34:13.159,2,19341320,30.255897,-84.181483,0.15,56.83,DAAN,12,1.02,332,-29.6
1118,10,2024-07-02 15:34:13.359,2,19341340,30.255897,-84.181483,0.30,56.83,DAAN,12,1.02,332,-29.6
1119,10,2024-07-02 15:34:13.559,2,19341360,30.255897,-84.181483,0.21,56.83,DAAN,12,1.03,332,-29.6
1120,10,2024-07-02 15:34:13.758,2,19341380,30.255897,-84.181482,0.29,56.83,DAAN,11,1.03,332,-29.6
1121,10,2024-07-02 15:34:13.986,2,19341400,30.255897,-84.181483,0.34,56.83,DAAN,12,1.03,332,-29.6
1122,10,2024-07-02 15:34:14.159,2,19341420,30.255897,-84.181483,0.38,56.83,DAAN,12,1.03,332,-29.6
1123,10,2024-07-02 15:34:14.360,2,19341440,30.255897,-84.181483,0.35,56.83,DAAN,11,1.07,332,-29.6
1124,10,2024-07-02 15:34:14.560,2,19341460,30.255897,-84.181483,0.19,56.83,DAAN,12,1.02,332,-29.6
1125,10,2024-07-02 15:34:14.760,2,19341480,30.255898,-84.181483,0.24,56.83,DAAN,11,1.07,332,-29.6
1126,10,2024-07-02 15:34:14.973,2,19341500,30.255898,-84.181483,0.32,56.83,DAAN,12,1.02,332,-29.6
1127,10,2024-07-02 15:34:15.161,2,19341520,30.255898,-84.181483,0.37,56.83,DAAN,12,1.02,332,-29.6
1128,10,2024-07-02 15:34:15.359,2,19341540,30.255898,-84.181483,0.40,56.83,DAAN,11,1.03,332,-29.6
1129,10,2024-07-02 15:34:15.559,2,19341560,30.255898,-84.181484,0.40,56.83,DAAN,12,1.02,332,-29.6
1130,10,2024-07-02 15:34:15.759,2,19341580,30.255898,-84.181484,0.42,56.83,DAAN,11,1.07,332,-29.6
1131,10,2024-07-02 15:34:15.983,2,19341600,30.255898,-84.181484,0.40,56.83,DAAN,12,1.03,332,-29.6
1132,10,2024-07-02 15:34:16.159,2,19341620,30.255898,-84.181484,0.37,56.83,DAAN,12,1.02,332,-29.6
1133,10,2024-07-02 15:34:16.360,2,19341640,30.255898,-84.181484,0.33,56.83,DAAN,12,1.02,332,-29.6
1134,10,2024-07-02 15:34:16.559,2,19341660,30.255898,-84.181483,0.29,56.83,DAAN,12,1.02,332,-29.6
1135,10,2024-07-02 15:34:16.753,2,19341680,30.255898,-84.181483,0.26,56.83,DAAN,11,1.03,332,-29.6
1136,10,2024-07-02 15:34:16.972,2,19341700,30.255898,-84.181483,0.23,56.83,DAAN,12,1.02,332,-29.6
1137,10,2024-07-02 15:34:17.159,2,19341720,30.255898,-84.181483,0.20,56.83,DAAN,12,1.02,332,-29.6
1138,10,2024-07-02 15:34:17.360,2,19341740,30.255898,-84.181483,0.17,56.83,DAAN,12,1.02,332,-29.6
1139,10,2024-07-02 15:34:17.547,2,19341760,30.255898,-84.181483,0.15,56.83,DAAN,12,1.03,332,-29.6
1140,10,2024-07-02 15:34:17.746,2,19341780,30.255898,-84.181482,0.15,56.83,DAAN,12,1.02,332,-29.6
1141,10,2024-07-02 15:34:17.972,2,19341800,30.255898,-84.181482,0.17,56.83,DAAN,12,1.03,332,-29.6
1142,10,2024-07-02 15:34:18.157,2,19341820,30.255898,-84.181482,0.20,56.83,DAAN,12,1.02,332,-29.6
1143,10,2024-07-02 15:34:18.347,2,19341840,30.255898,-84.181482,0.23,56.83,DAAN,12,1.03,332,-29.6
1144,10,2024-07-02 15:34:18.547,2,19341860,30.255898,-84.181481,0.26,56.83,DAAN,12,1.02,332,-29.6
1145,10,2024-07-02 15:34:18.747,2,19341880,30.255898,-84.181481,0.28,56.83,DAAN,12,1.02,332,-29.6
1146,10,2024-07-02 15:34:18.950,2,19341900,30.255898,-84.181481,0.29,56.83,DAAN,12,1.02,332,-29.6
1147,10,2024-07-02 15:34:19.149,2,19341920,30.255898,-84.181481,0.29,53.95,DAAN,12,1.03,332,-29.6
1148,10,2024-07-02 15:34:19.360,2,19341940,30.255898,-84.181481,0.28,57.00,DAAN,12,1.02,332,-29.6
1149,10,2024-07-02 15:34:19.559,2,19341960,30.255898,-84.181481,0.28,56.78,DAAN,12,1.02,332,-29.6
1150,10,2024-07-02 15:34:19.761,2,19341980,30.255898,-84.181481,0.27,56.89,DAAN,12,1.02,332,-29.6
1151,10,2024-07-02 15:34:19.952,2,19342000,30.255898,-84.181481,0.27,58.11,DAAN,12,1.02,332,-29.6
1152,10,2024-07-02 15:34:20.148,2,19342020,30.255898,-84.181481,0.23,59.95,DAAN,12,1.02,332,-29.6
1153,10,2024-07-02 15:34:20.350,2,19342040,30.255898,-84.181481,0.17,59.95,DAAN,12,1.02,332,-29.6
1154,10,2024-07-02 15:34:20.546,2,19342060,30.255898,-84.181481,0.09,59.95,DAAN,12,1.02,332,-29.6
1155,10,2024-07-02 15:34:20.749,2,19342080,30.255898,-84.181481,0.44,59.95,DAAN,12,1.02,332,-29.6
1156,10,2024-07-02 15:34:20.953,2,19342100,30.255898,-84.181481,0.38,59.95,DAAN,12,1.03,332,-29.6
1157,10,2024-07-02 15:34:21.147,2,19342120,30.255898,-84.181481,0.35,59.95,DAAN,12,1.02,331,-29.6
1158,10,2024-07-02 15:34:21.348,2,19342140,30.255898,-84.181481,0.26,59.95,DAAN,12,1.02,331,-29.6
1159,10,2024-07-02 15:34:21.547,2,19342160,30.255898,-84.181481,0.19,59.95,DAAN,12,1.02,331,-29.6
1160,10,2024-07-02 15:34:21.749,2,19342180,30.255898,-84.181481,0.29,59.95,DAAN,12,1.02,331,-29.6
1161,10,2024-07-02 15:34:21.957,2,19342200,30.255898,-84.181481,0.26,59.95,DAAN,12,1.02,331,-29.6
1162,10,2024-07-02 15:34:22.148,2,19342220,30.255898,-84.181481,0.17,59.95,DAAN,12,1.02,331,-29.6
1163,10,2024-07-02 15:34:22.349,2,19342240,30.255899,-84.181482,0.22,59.95,DAAN,12,1.02,331,-29.6
1164,10,2024-07-02 15:34:22.549,2,19342260,30.255899,-84.181482,0.50,59.95,DAAN,12,1.02,332,-29.6
1165,10,2024-07-02 15:34:22.748,2,19342280,30.255899,-84.181482,0.17,59.95,DAAN,12,1.02,331,-29.6
1166,10,2024-07-02 15:34:22.956,2,19342300,30.255899,-84.181482,0.05,59.95,DAAN,12,1.02,331,-29.6
1167,10,2024-07-02 15:34:23.149,2,19342320,30.255899,-84.181482,0.17,59.95,DAAN,12,1.02,331,-29.6
